-0.048583984,-0.0234375,1.056396484
-0.066650391,-0.018798828,1.061035156
-0.061767578,-0.020019531,1.052001953
-0.064941406,-0.018798828,1.053955078
-0.067138672,-0.023925781,1.067626953
-0.056396484,-0.01953125,1.063720703
-0.048339844,-0.017089844,1.054199219
-0.063964844,-0.021972656,1.057617188
-0.076416016,-0.015136719,1.057373047
-0.064453125,-0.016601563,1.054931641
-0.061767578,-0.018066406,1.055908203
-0.056640625,-0.014648438,1.060546875
-0.074462891,-0.016113281,1.052978516
-0.059326172,-0.028808594,1.055175781
-0.048339844,-0.030273438,1.061767578
-0.077148438,-0.004394531,1.055175781
-0.048828125,-0.017578125,1.055175781
-0.054199219,-0.018554688,1.055175781
-0.074951172,-0.028808594,1.060302734
-0.047607422,-0.018066406,1.069580078
-0.061279297,-0.031005859,1.05078125
-0.059326172,-0.020507813,1.062988281
-0.061035156,-0.03125,1.061035156
-0.055908203,-0.021972656,1.055664063
-0.064453125,-0.021972656,1.053222656
-0.047851563,-0.021972656,1.067626953
-0.062011719,-0.019775391,1.058837891
-0.077392578,-0.024658203,1.053466797
-0.065429688,-0.017089844,1.052734375
-0.076904297,-0.017578125,1.054931641
-0.063720703,-0.021484375,1.056396484
-0.048583984,-0.014892578,1.055908203
-0.048095703,-0.030517578,1.061767578
-0.07421875,-0.013671875,1.049316406
-0.07421875,-0.018066406,1.062988281
-0.050292969,-0.029296875,1.048828125
-0.063232422,-0.020019531,1.057128906
-0.073730469,-0.016601563,1.055419922
-0.060791016,-0.022705078,1.050292969
-0.050048828,-0.005615234,1.060302734
-0.047851563,-0.015625,1.05859375
-0.071777344,-0.015380859,1.060546875
-0.061767578,-0.022216797,1.053710938
-0.05859375,-0.016601563,1.053955078
-0.065185547,-0.000976563,1.055908203
-0.0546875,-0.018798828,1.065429688
-0.073974609,-0.015869141,1.050292969
-0.064453125,-0.019287109,1.055664063
-0.061279297,-0.006103516,1.060058594
-0.049316406,-0.025878906,1.056396484
-0.059326172,-0.016845703,1.05859375
-0.05859375,-0.021728516,1.054443359
-0.052001953,-0.020263672,1.051269531
-0.052490234,-0.002441406,1.062744141
-0.051025391,-0.003662109,1.056640625
-0.061767578,-0.013671875,1.068115234
-0.058349609,-0.016601563,1.072265625
-0.063476563,-0.002197266,1.061523438
-0.047607422,-0.014404297,1.047851563
-0.060546875,-0.017578125,1.061035156
-0.076904297,-0.017089844,1.055908203
-0.076171875,-0.017333984,1.063476563
-0.057373047,-0.013427734,1.0546875
-0.062011719,-0.019042969,1.056640625
-0.060546875,-0.015869141,1.05859375
-0.070068359,-0.005126953,1.060546875
-0.059326172,-0.015380859,1.057128906
-0.065917969,-0.00390625,1.061035156
-0.078125,-0.018066406,1.056640625
-0.067382813,-0.016845703,1.050292969
-0.066162109,-0.011962891,1.050048828
-0.047607422,-0.029052734,1.051757813
-0.059570313,-0.023681641,1.0625
-0.048583984,-0.015136719,1.058837891
-0.062744141,-0.031005859,1.061523438
-0.064697266,-0.017822266,1.073974609
-0.072509766,-0.014892578,1.065673828
-0.065185547,-0.015869141,1.046875
-0.058105469,-0.017822266,1.077636719
-0.048095703,-0.004150391,1.051269531
-0.062744141,-0.018066406,1.052734375
-0.05859375,-0.021972656,1.050292969
-0.057617188,-0.015380859,1.057128906
-0.0625,-0.022460938,1.062255859
-0.055664063,-0.030273438,1.066650391
-0.065185547,-0.01953125,1.057617188
-0.054199219,-0.017089844,1.057128906
-0.061767578,-0.017578125,1.060791016
-0.065673828,-0.001220703,1.053955078
-0.056640625,-0.013183594,1.058349609
-0.047607422,-0.021240234,1.052490234
-0.076660156,-0.018798828,1.057617188
-0.077636719,-0.012207031,1.064941406
-0.060791016,-0.019042969,1.056640625
-0.062988281,-0.028564453,1.056396484
-0.047119141,-0.018554688,1.048828125
-0.07421875,-0.018310547,1.057373047
-0.059814453,-0.021972656,1.063964844
-0.049316406,-0.003417969,1.056396484
-0.076416016,-0.017578125,1.058349609
