0,2308,-488,17212,1 
1,2324,-308,17572,1 
2,2328,-448,17656,1 
3,2536,-308,17384,1 
4,2504,-308,17420,1 
5,2496,-284,17524,1 
6,2628,-348,17476,1 
7,2620,-8,17440,1 
8,2556,-396,17524,1 
9,2532,-372,17212,1 
10,2788,-396,17280,1 
11,2596,-220,17296,1 
12,2440,-508,17316,1 
13,2444,-380,17248,1 
14,2428,-428,17108,1 
15,2464,-360,16580,1 
16,2464,-672,17176,1 
17,2580,-440,17588,1 
18,2392,-348,17572,1 
19,2556,-544,17528,1 
20,2448,-268,17232,1 
21,2624,-360,17244,1 
22,2764,-476,17484,1 
23,2764,-728,17552,1 
24,2452,-476,17596,1 
25,2740,-368,17244,1 
26,2448,-380,17420,1 
27,2492,-408,17616,1 
28,2784,-260,17352,1 
29,2796,-232,17404,1 
30,2528,-292,17092,1 
31,2468,-68,17264,1 
32,2748,-216,17360,1 
33,2420,-312,17372,1 
34,2448,-360,17456,1 
35,2508,-396,17604,1 
36,2704,-336,17652,1 
37,2356,-500,17396,1 
38,2492,-400,17536,1 
39,2424,-368,17540,1 
40,2792,-364,17480,1 
41,2436,-348,17320,1 
42,2576,-408,17532,1 
43,2580,-224,17480,1 
44,2808,-360,17252,1 
45,2780,-360,17300,1 
46,2532,-352,17264,1 
47,2456,-364,17476,1 
48,2392,-276,17380,1 
49,2740,-384,17368,1 
50,2584,-384,17356,1 
51,2608,-400,17288,1 
52,2560,-340,17476,1 
53,2380,-472,17284,1 
54,2348,-428,17444,1 
55,2784,-400,17412,1 
56,2392,-468,17260,1 
57,2392,-392,17604,1 
58,2508,-404,17192,1 
59,2380,-332,17232,1 
60,2488,-404,17224,1 
61,2464,-440,17264,1 
62,2424,-372,17096,1 
63,2716,-320,17388,1 
64,2604,-356,17280,1 
65,2320,-448,17452,1 
66,2484,-404,17312,1 
67,2556,-336,17380,1 
68,2536,-356,17644,1 
69,2388,-364,17616,1 
70,2780,-380,17336,1 
71,2580,-64,17416,1 
72,2772,-256,17276,1 
73,2536,-444,17296,1 
74,2768,-324,17284,1 
75,2632,-408,17168,1 
