0,456,368,17216,2 
1,440,140,17540,2 
2,404,12,17744,2 
3,312,52,17740,2 
4,388,40,17408,2 
5,372,-196,17452,2 
6,4,100,17300,2 
7,212,228,17128,2 
8,52,448,17056,2 
9,376,572,16740,2 
10,72,760,16524,2 
11,120,680,16620,2 
12,120,532,16752,2 
13,228,960,16972,2 
14,164,748,16880,2 
15,212,344,16904,2 
16,220,252,16912,2 
17,108,-304,17272,2 
18,240,-408,17000,2 
19,260,-336,17100,2 
20,372,-300,16660,2 
21,196,-64,17052,2 
22,168,356,17228,2 
23,400,732,17344,2 
24,212,1144,17272,2 
25,168,1276,17264,2 
26,200,1528,17588,2 
27,128,1204,17772,2 
28,468,608,17808,2 
29,180,408,17616,2 
30,236,-20,17480,2 
31,116,-248,17260,2 
32,436,-328,17184,2 
33,172,-316,17276,2 
34,160,-208,17184,2 
35,164,-188,17100,2 
36,172,328,16900,2 
37,140,464,16892,2 
38,84,652,16820,2 
39,180,644,16992,2 
40,212,644,16928,2 
41,104,636,16840,2 
42,96,652,16920,2 
43,204,720,17316,2 
44,188,732,17288,2 
45,156,584,17208,2 
46,468,456,17476,2 
47,468,572,17436,2 
48,200,480,17368,2 
49,92,400,17376,2 
50,32,388,17312,2 
51,88,216,17396,2 
52,128,-96,17328,2 
53,8,-16,17108,2 
54,52,-164,17264,2 
55,136,-80,17156,2 
56,232,100,17432,2 
57,264,216,17636,2 
58,348,416,17648,2 
59,452,668,17700,2 
60,284,836,18088,2 
61,444,960,17612,2 
62,24,796,17636,2 
63,332,972,17472,2 
64,272,956,17408,2 
65,36,776,17484,2 
66,292,660,17296,2 
67,324,412,17356,2 
68,472,348,17112,2 
69,252,284,16684,2 
70,92,256,16784,2 
71,56,180,16692,2 
72,192,208,16760,2 
73,32,240,16668,2 
74,120,452,16820,2 
75,112,428,16692,2 
76,152,180,16844,2 
77,224,380,16768,2 
78,164,476,16740,2 
79,92,492,16736,2 
80,152,416,16920,2 
81,136,452,17064,2 
82,112,440,17260,2 
