0,-984,1356,17224,3 
1,-796,1512,17316,3 
2,-616,1476,17272,3 
3,-592,1168,17392,3 
4,-860,316,17388,3 
5,-872,396,17140,3 
6,-692,-168,16948,3 
7,-664,-24,16736,3 
8,-624,-352,16796,3 
9,-608,-416,16660,3 
10,-640,-712,16780,3 
11,-708,-788,16716,3 
12,-416,-684,16760,3 
13,-420,-552,16812,3 
14,-568,-356,17308,3 
15,-672,-120,17312,3 
16,-756,60,17604,3 
17,-720,456,17524,3 
18,-632,388,17732,3 
19,-556,372,18040,3 
20,-660,376,17836,3 
21,-660,688,17524,3 
22,-736,836,17556,3 
23,-988,720,17544,3 
24,-656,676,17588,3 
25,-980,548,17596,3 
26,-720,476,17484,3 
27,-680,220,17756,3 
28,-624,-192,17772,3 
29,-540,-368,17768,3 
30,-444,-400,17420,3 
31,-440,-288,17592,3 
32,-424,-224,17236,3 
33,-480,-32,17156,3 
34,-504,-28,16876,3 
35,-720,280,16688,3 
36,-548,540,16472,3 
37,-472,576,16760,3 
38,-848,488,16476,3 
39,-888,356,16192,3 
40,-948,288,16384,3 
41,-720,228,16152,3 
42,-668,-36,16548,3 
43,-660,-240,16648,3 
44,-684,-240,16712,3 
45,-648,-308,16660,3 
46,-680,-364,16940,3 
47,-552,-484,17056,3 
48,-680,-88,17232,3 
49,-856,68,17220,3 
50,-764,228,17240,3 
51,-584,244,17284,3 
52,-852,128,17308,3 
53,-868,712,17548,3 
54,-900,996,17464,3 
55,-820,1236,17680,3 
56,-984,1524,17412,3 
57,-908,1204,17548,3 
58,-872,988,17156,3 
59,-704,752,16900,3 
60,-644,160,16748,3 
61,-532,-112,16812,3 
62,-760,-492,16824,3 
63,-588,-712,17396,3 
64,-376,-836,17268,3 
65,-408,-960,17636,3 
66,-312,-884,17548,3 
67,-556,-604,17572,3 
68,-592,-712,17640,3 
69,-564,-392,17596,3 
70,-624,-140,17472,3 
71,-568,-256,17420,3 
72,-520,356,17540,3 
73,-736,552,17160,3 
74,-636,636,17100,3 
75,-724,716,17168,3 
76,-700,656,17072,3 
77,-728,648,16920,3 
78,-656,628,17640,3 
79,-652,764,17384,3 
80,-576,644,17372,3 
81,-676,424,17076,3 
82,-980,288,17020,3 
83,-784,440,16792,3 
84,-720,20,16892,3 
85,-736,-116,16940,3 
86,-724,-20,16840,3 
87,-724,32,16932,3 
88,-920,36,16940,3 
89,-692,40,16908,3 
90,-588,64,16876,3 
91,-608,-84,16724,3 
92,-668,-64,16576,3 
93,-844,-56,16480,3 
94,-852,-160,16496,3 
95,-768,-252,16676,3 
96,-624,-276,16820,3 
97,-724,-164,16968,3 
98,-596,-160,17160,3 
99,-720,184,17272,3 
100,-604,424,17424,3 
101,-684,4,17384,3 
102,-792,440,17616,3 
103,-556,344,17252,3 
104,-724,292,17232,3 
105,-752,64,17476,3 
106,-688,-252,17540,3 
107,-764,-16,17644,3 
108,-528,-72,17776,3 
109,-424,-156,17572,3 
110,-388,-224,17528,3 
111,-552,-64,17232,3 
112,-664,140,16972,3 
113,-664,80,17356,3 
114,-744,236,17312,3 
115,-768,400,17548,3 
116,-680,384,17340,3 
117,-652,300,17404,3 
118,-668,4,17260,3 
119,-644,184,17140,3 
120,-704,-76,17068,3 
121,-764,-304,16968,3 
122,-832,-348,16988,3 
123,-624,-276,17512,3 
124,-620,-164,17552,3 
125,-264,-176,17760,3 
126,-516,-108,17424,3 
127,-548,-116,17416,3 
128,-668,-44,17228,3 
129,-600,-56,16976,3 
130,-584,-192,16840,3 
131,-708,84,16804,3 
132,-540,-56,17008,3 
133,-832,88,16896,3 
134,-564,136,17036,3 
135,-520,220,17112,3 
136,-628,172,17364,3 
137,-560,64,17316,3 
138,-524,-184,17516,3 
139,-792,-196,17524,3 
140,-716,-256,17676,3 
141,-572,-16,17664,3 
142,-488,-400,17588,3 
143,-740,-416,17728,3 
144,-544,-348,17604,3 
145,-688,-4,17460,3 
146,-716,-160,17200,3 
147,-696,-112,17004,3 
148,-724,-224,16968,3 
149,-752,-300,16684,3 
150,-904,-496,16692,3 
151,-844,-620,16400,3 
152,-844,-700,16752,3 
153,-1020,-980,16796,3 
154,-800,-900,16764,3 
155,-364,-920,17020,3 
156,-536,-656,17176,3 
157,-536,-716,17348,3 
158,-628,-108,17116,3 
